City,SKU,Date,Transfer Quantity
Pune,V003,2023-01-30,58
Pune,V004,2023-01-01,62
Pune,V004,2023-01-02,63
Pune,V004,2023-01-03,60
Pune,V004,2023-01-04,66
Pune,V004,2023-01-05,51
Pune,V004,2023-01-06,65
Pune,V004,2023-01-07,57
Pune,V004,2023-01-08,64
Pune,V004,2023-01-09,62
Pune,V004,2023-01-10,53
Pune,V004,2023-01-11,64
Pune,V004,2023-01-12,59
Pune,V004,2023-01-13,69
Pune,V004,2023-01-14,55
Pune,V004,2023-01-15,53
Pune,V004,2023-01-16,54
Pune,V004,2023-01-17,67
Pune,V004,2023-01-18,55
Pune,V004,2023-01-19,63
Pune,V004,2023-01-20,64
Pune,V004,2023-01-21,68
Pune,V004,2023-01-22,61
Pune,V004,2023-01-23,56
Pune,V004,2023-01-24,57
Pune,V004,2023-01-25,64
Pune,V004,2023-01-26,67
Pune,V004,2023-01-27,59
Pune,V004,2023-01-28,67
Pune,V004,2023-01-29,61
Pune,V004,2023-01-30,55
Pune,V005,2023-01-01,70
Pune,V005,2023-01-02,41
Pune,V005,2023-01-03,62
Pune,V005,2023-01-04,55
Pune,V005,2023-01-05,53
Pune,V005,2023-01-06,68
Pune,V005,2023-01-07,24
Pune,V005,2023-01-08,76
Pune,V005,2023-01-09,44
Pune,V005,2023-01-10,24
Pune,V005,2023-01-11,68
Pune,V005,2023-01-12,37
Pune,V005,2023-01-13,67
Pune,V005,2023-01-14,51
Pune,V005,2023-01-15,53
Pune,V005,2023-01-16,77
Pune,V005,2023-01-17,30
Pune,V005,2023-01-18,68
Pune,V005,2023-01-19,19
Pune,V005,2023-01-20,78
Pune,V005,2023-01-21,18
Pune,V005,2023-01-22,29
Pune,V005,2023-01-23,46
Pune,V005,2023-01-24,22
Pune,V005,2023-01-25,25
Pune,V005,2023-01-26,23
Pune,V005,2023-01-27,24
Pune,V005,2023-01-28,18
Pune,V005,2023-01-29,27
Pune,V005,2023-01-30,29
Pune,S001,2023-01-01,23
Pune,S001,2023-01-02,46
Pune,S001,2023-01-03,16
Pune,S001,2023-01-04,25
Pune,S001,2023-01-05,34
Pune,S001,2023-01-06,30
Pune,S001,2023-01-07,35
Pune,S001,2023-01-08,33
Pune,S001,2023-01-09,43
Pune,S001,2023-01-10,24
Pune,S001,2023-01-11,17
Pune,S001,2023-01-12,46
Pune,S001,2023-01-13,22
Pune,S001,2023-01-14,45
Pune,S001,2023-01-15,27
Pune,S001,2023-01-16,34
Pune,S001,2023-01-17,46
Pune,S001,2023-01-18,41
Pune,S001,2023-01-19,40
Pune,S001,2023-01-20,41
Pune,S001,2023-01-21,26
Pune,S001,2023-01-22,34
Pune,S001,2023-01-23,21
Pune,S001,2023-01-24,23
Pune,S001,2023-01-25,25
Pune,S001,2023-01-26,26
Pune,S001,2023-01-27,21
Pune,S001,2023-01-28,29
Pune,S001,2023-01-29,23
Pune,S001,2023-01-30,24
Pune,S002,2023-01-01,25
Pune,S002,2023-01-02,24
Pune,S002,2023-01-03,25
Pune,S002,2023-01-04,28
Pune,S002,2023-01-05,26
Pune,S002,2023-01-06,22
Pune,S002,2023-01-07,21
Pune,S002,2023-01-08,20
Pune,S002,2023-01-09,18
Pune,S002,2023-01-10,27
Pune,S002,2023-01-11,20
Pune,S002,2023-01-12,24
Pune,S002,2023-01-13,19
Pune,S002,2023-01-14,19
Pune,S002,2023-01-15,19
Pune,S002,2023-01-16,18
Pune,S002,2023-01-17,19
Pune,S002,2023-01-18,17
Pune,S002,2023-01-19,24
Pune,S002,2023-01-20,21
Pune,S002,2023-01-21,19
Pune,S002,2023-01-22,29
Pune,S002,2023-01-23,24
Pune,S002,2023-01-24,29
Pune,S002,2023-01-25,21
Pune,S002,2023-01-26,30
Pune,S002,2023-01-27,23
Pune,S002,2023-01-28,24
Pune,S002,2023-01-29,23
Pune,S002,2023-01-30,20
Pune,S003,2023-01-01,22
Pune,S003,2023-01-02,23
Pune,S003,2023-01-03,26
Pune,S003,2023-01-04,24
Pune,S003,2023-01-05,31
Pune,S003,2023-01-06,34
Pune,S003,2023-01-07,29
Pune,S003,2023-01-08,32
Pune,S003,2023-01-09,19
Pune,S003,2023-01-10,27
Pune,S003,2023-01-11,34
Pune,S003,2023-01-12,23
Pune,S003,2023-01-13,28
Pune,S003,2023-01-14,30
Pune,S003,2023-01-15,23
Pune,S003,2023-01-16,38
Pune,S003,2023-01-17,18
Pune,S003,2023-01-18,48
Pune,S003,2023-01-19,28
Pune,S003,2023-01-20,45
Pune,S003,2023-01-21,44
Pune,S003,2023-01-22,42
Pune,S003,2023-01-23,32
Pune,S003,2023-01-24,27
Pune,S003,2023-01-25,23
Pune,S003,2023-01-26,20
Pune,S003,2023-01-27,17
Pune,S003,2023-01-28,30
Pune,S003,2023-01-29,21
Pune,S003,2023-01-30,21
Pune,S004,2023-01-01,19
Pune,S004,2023-01-02,41
Pune,S004,2023-01-03,29
Pune,S004,2023-01-04,41
Pune,S004,2023-01-05,26
Pune,S004,2023-01-06,45
Pune,S004,2023-01-07,38
Pune,S004,2023-01-08,20
Pune,S004,2023-01-09,39
Pune,S004,2023-01-10,28
Pune,S004,2023-01-11,46
Pune,S004,2023-01-12,43
Pune,S004,2023-01-13,48
Pune,S004,2023-01-14,23
Pune,S004,2023-01-15,34
Pune,S004,2023-01-16,18
Pune,S004,2023-01-17,39
Pune,S004,2023-01-18,31
Pune,S004,2023-01-19,47
Pune,S004,2023-01-20,32
Pune,S004,2023-01-21,23
Pune,S004,2023-01-22,35
Pune,S004,2023-01-23,31
Pune,S004,2023-01-24,23
Pune,S004,2023-01-25,24
Pune,S004,2023-01-26,17
Pune,S004,2023-01-27,20
Pune,S004,2023-01-28,20
Pune,S004,2023-01-29,28
Pune,S004,2023-01-30,25
Pune,S005,2023-01-01,23
Pune,S005,2023-01-02,19
Pune,S005,2023-01-03,16
Pune,S005,2023-01-04,22
Pune,S005,2023-01-05,23
Pune,S005,2023-01-06,24
Pune,S005,2023-01-07,24
Pune,S005,2023-01-08,18
Pune,S005,2023-01-09,20
Pune,S005,2023-01-10,25
Pune,S005,2023-01-11,21
Pune,S005,2023-01-12,22
Pune,S005,2023-01-13,16
Pune,S005,2023-01-14,18
Pune,S005,2023-01-15,19
Pune,S005,2023-01-16,19
Pune,S005,2023-01-17,17
Pune,S005,2023-01-18,21
Pune,S005,2023-01-19,20
Pune,S005,2023-01-20,19
Pune,S005,2023-01-21,27
Pune,S005,2023-01-22,27
Pune,S005,2023-01-23,20
Pune,S005,2023-01-24,27
Pune,S005,2023-01-25,27
Pune,S005,2023-01-26,24
Pune,S005,2023-01-27,17
Pune,S005,2023-01-28,17
Pune,S005,2023-01-29,19
Pune,S005,2023-01-30,21
Pune,ME001,2023-01-01,27
Pune,ME001,2023-01-02,19
Pune,ME001,2023-01-03,31
Pune,ME001,2023-01-04,17
Pune,ME001,2023-01-05,21
Pune,ME001,2023-01-06,29
Pune,ME001,2023-01-07,22
Pune,ME001,2023-01-08,24
Pune,ME001,2023-01-09,35
Pune,ME001,2023-01-10,18
Pune,ME001,2023-01-11,21
Pune,ME001,2023-01-12,24
Pune,ME001,2023-01-13,24
Pune,ME001,2023-01-14,26
Pune,ME001,2023-01-15,28
Pune,ME001,2023-01-16,24
Pune,ME001,2023-01-17,19
Pune,ME001,2023-01-18,25
Pune,ME001,2023-01-19,22
Pune,ME001,2023-01-20,37
Pune,ME001,2023-01-21,25
Pune,ME001,2023-01-22,29
Pune,ME001,2023-01-23,24
Pune,ME001,2023-01-24,19
Pune,ME001,2023-01-25,29
Pune,ME001,2023-01-26,19
Pune,ME001,2023-01-27,21
Pune,ME001,2023-01-28,25
Pune,ME001,2023-01-29,17
Pune,ME001,2023-01-30,22
Pune,ME002,2023-01-01,28
Pune,ME002,2023-01-02,31
Pune,ME002,2023-01-03,26
Pune,ME002,2023-01-04,32
Pune,ME002,2023-01-05,19
Pune,ME002,2023-01-06,37
Pune,ME002,2023-01-07,22
Pune,ME002,2023-01-08,22
Pune,ME002,2023-01-09,23
Pune,ME002,2023-01-10,19
Pune,ME002,2023-01-11,25
Pune,ME002,2023-01-12,17
Pune,ME002,2023-01-13,29
Pune,ME002,2023-01-14,28
Pune,ME002,2023-01-15,38
Pune,ME002,2023-01-16,26
Pune,ME002,2023-01-17,19
Pune,ME002,2023-01-18,29
Pune,ME002,2023-01-19,27
Pune,ME002,2023-01-20,26
Pune,ME002,2023-01-21,19
Pune,ME002,2023-01-22,37
Pune,ME002,2023-01-23,34
Pune,ME002,2023-01-24,25
Pune,ME002,2023-01-25,26
Pune,ME002,2023-01-26,22
Pune,ME002,2023-01-27,20
Pune,ME002,2023-01-28,20
Pune,ME002,2023-01-29,21
Pune,ME002,2023-01-30,28
Pune,ME003,2023-01-01,24
Pune,ME003,2023-01-02,38
Pune,ME003,2023-01-03,27
Pune,ME003,2023-01-04,33
Pune,ME003,2023-01-05,29
Pune,ME003,2023-01-06,29
Pune,ME003,2023-01-07,17
Pune,ME003,2023-01-08,22
Pune,ME003,2023-01-09,38
Pune,ME003,2023-01-10,24
Pune,ME003,2023-01-11,32
Pune,ME003,2023-01-12,25
Pune,ME003,2023-01-13,18
Pune,ME003,2023-01-14,38
Pune,ME003,2023-01-15,21
Pune,ME003,2023-01-16,33
Pune,ME003,2023-01-17,25
Pune,ME003,2023-01-18,40
Pune,ME003,2023-01-19,30
Pune,ME003,2023-01-20,24
Pune,ME003,2023-01-21,23
Pune,ME003,2023-01-22,20
Pune,ME003,2023-01-23,26
Pune,ME003,2023-01-24,20
Pune,ME003,2023-01-25,18
Pune,ME003,2023-01-26,22
Pune,ME003,2023-01-27,25
Pune,ME003,2023-01-28,27
Pune,ME003,2023-01-29,24
Pune,ME003,2023-01-30,28
Pune,ME004,2023-01-01,29
Pune,ME004,2023-01-02,28
Pune,ME004,2023-01-03,32
Pune,ME004,2023-01-04,24
Pune,ME004,2023-01-05,28
Pune,ME004,2023-01-06,23
Pune,ME004,2023-01-07,19
Pune,ME004,2023-01-08,29
Pune,ME004,2023-01-09,30
Pune,ME004,2023-01-10,25
Pune,ME004,2023-01-11,36
Pune,ME004,2023-01-12,20
Pune,ME004,2023-01-13,30
Pune,ME004,2023-01-14,28
Pune,ME004,2023-01-15,20
Pune,ME004,2023-01-16,39
Pune,ME004,2023-01-17,28
Pune,ME004,2023-01-18,16
Pune,ME004,2023-01-19,25
Pune,ME004,2023-01-20,26
Pune,ME004,2023-01-21,20
Pune,ME004,2023-01-22,34
Pune,ME004,2023-01-23,38
Pune,ME004,2023-01-24,21
Pune,ME004,2023-01-25,21
